"[u'causes', u'methods', u'ipta', u'formulate', u'safety', u'especially', u'lot', u'true', u'buntar', u'disabled']","[u'fallen', u'borrowed', u'secure', u'activities', u'badly', u'armed_forces', u'challenges', u'ops_cantas', u'charges', u'confiscated']","[u'clearly', u'studies', u'drugs', u'single', u'saved', u'delivered', u'medium', u'rm', u'services', u'actually']","[u'leaving', u'to', u'reports', u'granting', u'explain', u'holders', u'businesses', u'obstacles', u'sold', u'actions']","[u'reached', u'benefit', u'effectively', u'disasters', u'transferred', u'deemed', u'products', u'preparedness', u'belaga', u'successful']","[u'figure', u'period', u'settled', u'johor', u'facing', u'establishment', u'what', u'secondary', u'bankrupt', u'rendered']","[u'if', u'imposed', u'india', u'involvement', u'laws', u'involving', u'express', u'implementation_gst', u'peninsula', u'granting']","[u'sold', u'police_officers', u'please', u'island', u'bonds', u'industrial', u'religious', u'look', u'retailers', u'study']","[u'cancer', u'bangladeshi_workers', u'decision', u'shown', u'participated', u'possibility', u'areas', u'growing', u'ec', u'monitored']","[u'strengthen', u'proton', u'enter', u'competitiveness', u'school', u'curbing', u'issue', u'pilot', u'overall', u'ban']"
"[u'medicines', u'', u'reach', u'sabah', u'plan', u'actual', u'equipment', u'effort', u'given', u'regarding']","[u'medicines', u'', u'reach', u'sabah', u'equipment', u'regarding', u'plan', u'remains', u'failed', u'date']","[u'medicines', u'', u'reach', u'problems', u'plan', u'equipment', u'given', u'sabah', u'failed', u'actual']","[u'medicines', u'', u'reach', u'sabah', u'remains', u'equipment', u'failed', u'problems', u'actual', u'balance']","[u'medicines', u'', u'reach', u'problems', u'plan', u'equipment', u'remains', u'sabah', u'effort', u'failed']","[u'medicines', u'', u'reach', u'equipment', u'problems', u'remains', u'sabah', u'target', u'research', u'plan']","[u'medicines', u'', u'reach', u'plan', u'failed', u'actual', u'remains', u'equipment', u'the', u'effort']","[u'medicines', u'', u'reach', u'remains', u'sabah', u'effort', u'equipment', u'problems', u'actual', u'date']","[u'medicines', u'', u'reach', u'problems', u'plan', u'actual', u'equipment', u'sabah', u'failed', u'remains']","[u'medicines', u'', u'reach', u'sabah', u'plan', u'equipment', u'failed', u'regarding', u'remains', u'problems']"
"[u'medicines', u'area', u'held', u'', u'getting', u'ensure', u'running', u'operated', u'whether', u'steps']","[u'medicines', u'area', u'', u'running', u'whether', u'getting', u'intends', u'steps', u'developed', u'held']","[u'medicines', u'', u'area', u'running', u'whether', u'held', u'intends', u'steps', u'ensure', u'getting']","[u'medicines', u'held', u'area', u'', u'whether', u'running', u'intends', u'operated', u'remains', u'ec']","[u'medicines', u'area', u'', u'running', u'held', u'getting', u'whether', u'intends', u'remains', u'away']","[u'medicines', u'', u'held', u'area', u'running', u'steps', u'operated', u'whether', u'intends', u'getting']","[u'medicines', u'area', u'', u'held', u'developed', u'whether', u'curb', u'intends', u'steps', u'getting']","[u'medicines', u'', u'running', u'area', u'remains', u'held', u'intends', u'whether', u'ensure', u'away']","[u'medicines', u'', u'running', u'held', u'area', u'intends', u'away', u'teaching', u'developed', u'whether']","[u'medicines', u'held', u'', u'area', u'running', u'whether', u'ensure', u'steps', u'getting', u'remains']"
"[u'medicines', u'federal', u'problem', u'the', u'cost', u'improve', u'whether', u'ensure', u'especially', u'intends']","[u'medicines', u'intends', u'improve', u'the', u'whether', u'happens', u'involved', u'federal', u'students', u'problem']","[u'medicines', u'federal', u'intends', u'issue', u'whether', u'', u'improve', u'cost', u'the', u'studies']","[u'medicines', u'improve', u'intends', u'whether', u'federal', u'cost', u'the', u'issue', u'especially', u'problem']","[u'medicines', u'federal', u'improve', u'intends', u'the', u'especially', u'happens', u'whether', u'cost', u'']","[u'medicines', u'improve', u'', u'federal', u'intends', u'the', u'overcome', u'cost', u'problem', u'whether']","[u'medicines', u'improve', u'federal', u'the', u'intends', u'whether', u'involved', u'overcome', u'issue', u'cost']","[u'medicines', u'federal', u'intends', u'cost', u'', u'happens', u'improve', u'the', u'issue', u'whether']","[u'medicines', u'improve', u'happens', u'intends', u'federal', u'cost', u'', u'especially', u'whether', u'the']","[u'medicines', u'improve', u'federal', u'the', u'whether', u'issue', u'intends', u'ensure', u'cost', u'happens']"
"[u'medicines', u'type', u'especially', u'federal', u'', u'centre', u'the', u'reduce', u'efforts', u'ensure']","[u'medicines', u'', u'especially', u'federal', u'type', u'the', u'centre', u'reduce', u'intends', u'whether']","[u'medicines', u'', u'federal', u'especially', u'centre', u'reduce', u'intends', u'the', u'whether', u'rural']","[u'medicines', u'', u'federal', u'especially', u'type', u'centre', u'improve', u'reduce', u'the', u'intends']","[u'medicines', u'federal', u'especially', u'', u'type', u'centre', u'the', u'reduce', u'build', u'intends']","[u'medicines', u'', u'especially', u'federal', u'type', u'centre', u'rural', u'improve', u'the', u'solve']","[u'medicines', u'federal', u'especially', u'', u'type', u'centre', u'reduce', u'rural', u'the', u'improve']","[u'medicines', u'', u'federal', u'especially', u'centre', u'type', u'reduce', u'efforts', u'the', u'rural']","[u'medicines', u'', u'especially', u'federal', u'type', u'centre', u'reduce', u'the', u'intends', u'improve']","[u'medicines', u'', u'federal', u'centre', u'especially', u'type', u'the', u'build', u'ensure', u'rural']"
"[u'medicines', u'the', u'address', u'especially', u'cost', u'ensure', u'measures', u'given', u'tackle', u'whether']","[u'medicines', u'the', u'address', u'measures', u'whether', u'tackle', u'especially', u'plan', u'ensure', u'given']","[u'medicines', u'the', u'address', u'', u'whether', u'cost', u'plan', u'measures', u'given', u'ensure']","[u'medicines', u'the', u'address', u'cost', u'whether', u'especially', u'given', u'measures', u'implemented', u'tackle']","[u'medicines', u'the', u'especially', u'address', u'cost', u'', u'plan', u'whether', u'increase', u'tackle']","[u'medicines', u'the', u'address', u'', u'measures', u'tackle', u'especially', u'cost', u'problem', u'implemented']","[u'medicines', u'the', u'address', u'measures', u'especially', u'whether', u'given', u'if', u'moment', u'cost']","[u'medicines', u'address', u'the', u'cost', u'', u'especially', u'delayed', u'measures', u'moment', u'given']","[u'medicines', u'address', u'the', u'measures', u'plan', u'tackle', u'cost', u'especially', u'', u'ensure']","[u'medicines', u'the', u'measures', u'ensure', u'address', u'', u'tackle', u'whether', u'plan', u'cost']"
"[u'medicines', u'ensure', u'improve', u'implemented', u'the', u'whether', u'problem', u'agreement', u'including', u'gst']","[u'medicines', u'improve', u'ensure', u'the', u'implemented', u'whether', u'intends', u'including', u'agreement', u'involved']","[u'medicines', u'improve', u'ensure', u'whether', u'', u'intends', u'implemented', u'the', u'including', u'agreement']","[u'medicines', u'improve', u'ensure', u'implemented', u'whether', u'agreement', u'the', u'intends', u'', u'if']","[u'medicines', u'improve', u'ensure', u'agreement', u'the', u'implemented', u'whether', u'', u'intends', u'increase']","[u'medicines', u'improve', u'ensure', u'', u'implemented', u'the', u'agreement', u'whether', u'problem', u'intends']","[u'medicines', u'improve', u'ensure', u'agreement', u'whether', u'implemented', u'the', u'including', u'if', u'intends']","[u'medicines', u'improve', u'ensure', u'including', u'', u'implemented', u'the', u'whether', u'intends', u'agreement']","[u'medicines', u'improve', u'ensure', u'including', u'', u'the', u'intends', u'whether', u'agreement', u'implemented']","[u'medicines', u'improve', u'ensure', u'the', u'whether', u'agreement', u'implemented', u'', u'including', u'intends']"
"[u'medicines', u'the', u'carried', u'ensure', u'regarding', u'undertaken', u'especially', u'given', u'measures', u'reduce']","[u'medicines', u'the', u'regarding', u'carried', u'ensure', u'measures', u'involved', u'given', u'intends', u'reduce']","[u'medicines', u'the', u'regarding', u'carried', u'ensure', u'given', u'intends', u'reduce', u'measures', u'especially']","[u'medicines', u'the', u'carried', u'regarding', u'details', u'given', u'especially', u'ensure', u'reduce', u'implemented']","[u'medicines', u'the', u'carried', u'especially', u'regarding', u'reduce', u'details', u'intends', u'ensure', u'implemented']","[u'medicines', u'the', u'especially', u'carried', u'regarding', u'measures', u'ensure', u'undertaken', u'', u'given']","[u'medicines', u'the', u'carried', u'reduce', u'regarding', u'especially', u'given', u'details', u'measures', u'involved']","[u'medicines', u'the', u'carried', u'details', u'regarding', u'ensure', u'given', u'malaysians', u'especially', u'reduce']","[u'medicines', u'the', u'carried', u'regarding', u'ensure', u'especially', u'measures', u'given', u'malaysians', u'reduce']","[u'medicines', u'the', u'carried', u'regarding', u'ensure', u'measures', u'especially', u'details', u'involved', u'given']"
"[u'medicines', u'especially', u'ensure', u'intends', u'the', u'plans', u'implemented', u'charged', u'given', u'cost']","[u'medicines', u'intends', u'especially', u'the', u'ensure', u'implemented', u'plans', u'involved', u'given', u'measures']","[u'medicines', u'intends', u'ensure', u'especially', u'the', u'implemented', u'given', u'plans', u'cost', u'increase']","[u'medicines', u'especially', u'intends', u'ensure', u'the', u'implemented', u'given', u'plans', u'charged', u'cost']","[u'medicines', u'especially', u'intends', u'the', u'ensure', u'implemented', u'plans', u'meet', u'increase', u'cost']","[u'medicines', u'especially', u'intends', u'ensure', u'the', u'implemented', u'plans', u'involved', u'impose', u'given']","[u'medicines', u'especially', u'intends', u'ensure', u'the', u'implemented', u'charged', u'plans', u'involved', u'given']","[u'medicines', u'especially', u'intends', u'ensure', u'the', u'implemented', u'charged', u'plans', u'given', u'cost']","[u'medicines', u'especially', u'ensure', u'intends', u'the', u'plans', u'charged', u'implemented', u'given', u'involved']","[u'medicines', u'ensure', u'especially', u'intends', u'the', u'plans', u'implemented', u'charged', u'involved', u'increase']"
"[u'medicines', u'cost', u'intends', u'measures', u'the', u'ensure', u'plan', u'particularly', u'given', u'implemented']","[u'medicines', u'intends', u'cost', u'the', u'measures', u'plan', u'ensure', u'particularly', u'whether', u'implemented']","[u'medicines', u'cost', u'intends', u'plan', u'measures', u'the', u'ensure', u'whether', u'given', u'if']","[u'medicines', u'cost', u'intends', u'if', u'the', u'improve', u'plan', u'ensure', u'measures', u'implemented']","[u'medicines', u'cost', u'intends', u'plan', u'the', u'particularly', u'especially', u'investigated', u'measures', u'if']","[u'medicines', u'cost', u'intends', u'measures', u'the', u'plan', u'improve', u'particularly', u'ensure', u'especially']","[u'medicines', u'cost', u'intends', u'measures', u'if', u'plan', u'the', u'particularly', u'improve', u'whether']","[u'medicines', u'cost', u'intends', u'ensure', u'investigated', u'measures', u'if', u'the', u'particularly', u'plan']","[u'medicines', u'cost', u'intends', u'plan', u'measures', u'ensure', u'the', u'particularly', u'if', u'improve']","[u'medicines', u'cost', u'intends', u'measures', u'ensure', u'the', u'plan', u'whether', u'if', u'particularly']"
"[u'medicines', u'ensure', u'the', u'given', u'whether', u'implemented', u'regarding', u'intends', u'especially', u'status']","[u'medicines', u'ensure', u'the', u'given', u'whether', u'set', u'implemented', u'intends', u'regarding', u'built']","[u'medicines', u'ensure', u'given', u'the', u'whether', u'intends', u'implemented', u'regarding', u'', u'set']","[u'medicines', u'ensure', u'the', u'given', u'whether', u'implemented', u'intends', u'set', u'regarding', u'especially']","[u'medicines', u'ensure', u'the', u'given', u'whether', u'implemented', u'intends', u'especially', u'', u'regarding']","[u'medicines', u'ensure', u'the', u'given', u'', u'implemented', u'whether', u'intends', u'especially', u'regarding']","[u'medicines', u'ensure', u'the', u'given', u'whether', u'implemented', u'intends', u'set', u'regarding', u'especially']","[u'medicines', u'ensure', u'given', u'the', u'whether', u'intends', u'implemented', u'set', u'', u'regarding']","[u'medicines', u'ensure', u'the', u'given', u'whether', u'intends', u'regarding', u'set', u'', u'status']","[u'medicines', u'ensure', u'the', u'whether', u'given', u'regarding', u'set', u'implemented', u'intends', u'']"
"[u'medicines', u'the', u'cost', u'including', u'build', u'implemented', u'ensure', u'intends', u'especially', u'whether']","[u'medicines', u'the', u'including', u'intends', u'build', u'implemented', u'whether', u'ensure', u'cost', u'especially']","[u'medicines', u'the', u'cost', u'intends', u'including', u'build', u'whether', u'', u'implemented', u'ensure']","[u'medicines', u'the', u'intends', u'cost', u'implemented', u'build', u'including', u'whether', u'ensure', u'especially']","[u'medicines', u'the', u'build', u'intends', u'including', u'especially', u'cost', u'implemented', u'', u'whether']","[u'medicines', u'the', u'', u'cost', u'including', u'intends', u'implemented', u'especially', u'build', u'ensure']","[u'medicines', u'the', u'including', u'intends', u'cost', u'implemented', u'whether', u'especially', u'build', u'ensure']","[u'medicines', u'including', u'cost', u'the', u'build', u'intends', u'', u'ensure', u'implemented', u'whether']","[u'medicines', u'including', u'the', u'cost', u'ensure', u'intends', u'build', u'especially', u'', u'implemented']","[u'medicines', u'the', u'build', u'including', u'ensure', u'cost', u'intends', u'whether', u'implemented', u'']"
"[u'medicines', u'ensure', u'especially', u'intends', u'measures', u'plans', u'implemented', u'the', u'implement', u'given']","[u'medicines', u'intends', u'ensure', u'implemented', u'the', u'measures', u'especially', u'plans', u'implement', u'regarding']","[u'medicines', u'intends', u'ensure', u'implemented', u'measures', u'especially', u'plans', u'the', u'given', u'whether']","[u'medicines', u'intends', u'ensure', u'implemented', u'especially', u'plans', u'the', u'measures', u'given', u'reduce']","[u'medicines', u'especially', u'intends', u'ensure', u'plans', u'the', u'implemented', u'measures', u'implement', u'reduce']","[u'medicines', u'intends', u'ensure', u'especially', u'measures', u'implemented', u'plans', u'the', u'implement', u'given']","[u'medicines', u'intends', u'especially', u'ensure', u'measures', u'implemented', u'plans', u'the', u'given', u'reduce']","[u'medicines', u'ensure', u'intends', u'especially', u'plans', u'implemented', u'measures', u'the', u'given', u'reduce']","[u'medicines', u'ensure', u'intends', u'especially', u'plans', u'measures', u'the', u'implement', u'implemented', u'status']","[u'medicines', u'ensure', u'intends', u'plans', u'measures', u'especially', u'the', u'implemented', u'regarding', u'given']"
"[u'medicines', u'intends', u'the', u'ensure', u'especially', u'level', u'given', u'measures', u'approved', u'whether']","[u'medicines', u'intends', u'the', u'ensure', u'especially', u'whether', u'given', u'measures', u'approved', u'level']","[u'medicines', u'intends', u'the', u'ensure', u'given', u'whether', u'especially', u'level', u'measures', u'increase']","[u'medicines', u'intends', u'the', u'ensure', u'especially', u'given', u'whether', u'level', u'improve', u'approved']","[u'medicines', u'intends', u'the', u'especially', u'ensure', u'level', u'increase', u'whether', u'given', u'improve']","[u'medicines', u'intends', u'the', u'ensure', u'especially', u'given', u'measures', u'level', u'improve', u'increase']","[u'medicines', u'intends', u'the', u'ensure', u'especially', u'given', u'level', u'measures', u'whether', u'improve']","[u'medicines', u'intends', u'the', u'ensure', u'especially', u'level', u'given', u'whether', u'measures', u'increase']","[u'medicines', u'intends', u'the', u'ensure', u'especially', u'level', u'given', u'measures', u'approved', u'plan']","[u'medicines', u'intends', u'the', u'ensure', u'especially', u'level', u'given', u'whether', u'measures', u'regarding']"
