"[u'expressway', u'besi', u'baja', u'hobi', u'biar', u'kawal', u'kuku', u'selagi', u'tani', u'gugat']","[u'daftar', u'buntar', u'imigresen', u'pergola', u'aras', u'konsultan', u'pasifik', u'langgar', u'2014', u'setem']","[u'damansara', u'menggerimander', u'putra', u'faktor', u'britain', u'dimanafaatkan', u'kidex', u'teluk', u'rasminya', u'automatik']","[u'up', u'statut', u'bolos', u'menara', u'papar', u'maksimum', u'utara', u'ctos', u'cheap', u'kapasiti']","[u'punggah', u'teraba', u'tagih', u'lalu', u'tunggal', u'obama', u'sudi', u'buloh', u'wee', u'web']","[u'impak', u'kidex', u'unhcr', u'semenanjung', u'24th', u'jimat', u'poyan', u'jpj', u'generasi', u'become']","[u'hospital', u'ic', u'silap', u'rm3235', u'sms', u'dar', u'jkr', u'poket', u'royal', u'iraq']","[u'business', u'dividen', u'es', u'blok', u'unified', u'koroner', u'sebar', u'tahfiz', u'asasi', u'republik']","[u'buloh', u'enhance', u'menteri', u'graduan', u'epf', u'ipts', u'masing', u'ranking', u'ecer', u'medamit']","[u'manipulasi', u'pangkin', u'timbang', u'terminal', u'jemput', u'status', u'ekang', u'src', u'kebal', u'kontinjen']","[u'gambar', u'lonjak', u'kuat', u'muda', u'keramat', u'kwsp', u'langsai', u'kontijen', u'peperiksaan', u'am']","[u'kakisan', u'rm20', u'any', u'runtuh', u'terang', u'kanak', u'pakai', u'tra', u'kaum', u'complaints']","[u'lee', u'hemodialisis', u'golak', u'terbit', u'rm39592', u'lawat', u'hujan', u'proviso', u'spnb', u'ranking']","[u'sempat', u'kenyataankenyataan', u'tv', u'ronda', u'kulasegaran', u'siapa', u'staus', u'integrity', u'maruah', u'great']","[u'pokok', u'plus', u'feri', u'seminar', u'gera', u'patut', u'muncul', u'tahak', u'lahir', u'gelak']","[u'sop', u'ukur', u'membanteras', u'bela', u'ali', u'siti', u'tenusu', u'mckinsey', u'committee', u'halus']","[u'rcep', u'jheoa', u'sikap', u'jatuh', u'sea', u'konservasi', u'belanjawan', u'arab', u'tech', u'moratorium']","[u'positif', u'1948', u'rm300', u'fasiliti', u'parang', u'askar', u'kabut', u'bayan', u'2011', u'pindah']","[u'mesra', u'kamar', u'misi', u'politeknik', u'banci', u'ketidakselesaan', u'azizulhasni', u'stabil', u'sms', u'kebaji']","[u'wajib', u'kafe', u'off', u'trans', u'koperal', u'imej', u'poca', u'wakaf', u'road', u'individu']"
"[u'senario', u'sekolah', u'laksana', u'kesan', u'ajar', u'sabah', u'kaum', u'libat', u'diri', u'tetap']","[u'senario', u'sekolah', u'laksana', u'kesan', u'ajar', u'libat', u'sabah', u'diri', u'jauh', u'tetap']","[u'senario', u'sekolah', u'ajar', u'laksana', u'libat', u'rancang', u'sabah', u'kesan', u'diri', u'jenayah']","[u'senario', u'sekolah', u'laksana', u'ajar', u'tetap', u'libat', u'kesan', u'sabah', u'jenayah', u'tangan']","[u'senario', u'laksana', u'sekolah', u'wujud', u'sabah', u'rancang', u'libat', u'ajar', u'sarawak', u'kesan']","[u'senario', u'sekolah', u'sabah', u'laksana', u'kesan', u'ajar', u'tuju', u'rancang', u'islam', u'tetap']","[u'senario', u'sekolah', u'laksana', u'libat', u'sabah', u'wujud', u'kesan', u'tetap', u'sarawak', u'diri']","[u'senario', u'sekolah', u'laksana', u'ajar', u'sabah', u'kesan', u'libat', u'jauh', u'rancang', u'status']","[u'senario', u'sekolah', u'laksana', u'ajar', u'kesan', u'sabah', u'libat', u'rancang', u'sarawak', u'diri']","[u'senario', u'laksana', u'sekolah', u'kesan', u'sabah', u'ajar', u'wujud', u'siasat', u'rancang', u'sarawak']","[u'senario', u'sekolah', u'laksana', u'sabah', u'ajar', u'sarawak', u'wujud', u'libat', u'kesan', u'jauh']","[u'senario', u'sekolah', u'laksana', u'kesan', u'sabah', u'diri', u'libat', u'wujud', u'ajar', u'siasat']","[u'senario', u'sekolah', u'laksana', u'kesan', u'sabah', u'ajar', u'wujud', u'diri', u'rancang', u'libat']","[u'senario', u'sekolah', u'laksana', u'ajar', u'sabah', u'kesan', u'wujud', u'libat', u'siasat', u'sarawak']","[u'senario', u'sekolah', u'laksana', u'ajar', u'libat', u'sabah', u'wujud', u'kesan', u'diri', u'kaum']","[u'senario', u'sekolah', u'laksana', u'ajar', u'sabah', u'kesan', u'diri', u'siasat', u'wujud', u'jauh']","[u'senario', u'sekolah', u'laksana', u'sabah', u'kesan', u'ajar', u'libat', u'tetap', u'tangan', u'rancang']","[u'senario', u'sekolah', u'laksana', u'ajar', u'kesan', u'libat', u'sabah', u'diri', u'wujud', u'sarawak']","[u'senario', u'sekolah', u'laksana', u'sabah', u'ajar', u'kesan', u'libat', u'sarawak', u'diri', u'tetap']","[u'senario', u'sekolah', u'laksana', u'sabah', u'ajar', u'kesan', u'rancang', u'diri', u'libat', u'siasat']"
"[u'senario', u'tetap', u'sarawak', u'sabah', u'sekolah', u'kaum', u'banjir', u'tuju', u'minyak', u'ajar']","[u'senario', u'tetap', u'sabah', u'banjir', u'ajar', u'tangan', u'sarawak', u'minyak', u'laksana', u'libat']","[u'senario', u'banjir', u'tetap', u'ajar', u'sarawak', u'sekolah', u'sabah', u'tangan', u'nilai', u'libat']","[u'senario', u'tetap', u'sarawak', u'tangan', u'sekolah', u'sabah', u'ajar', u'nilai', u'bekal', u'banjir']","[u'senario', u'sarawak', u'banjir', u'minyak', u'sabah', u'tetap', u'laksana', u'bekal', u'sekolah', u'ajar']","[u'senario', u'tetap', u'sabah', u'sarawak', u'banjir', u'tuju', u'sekolah', u'tangan', u'minyak', u'nilai']","[u'senario', u'tetap', u'banjir', u'sarawak', u'sabah', u'libat', u'tangan', u'laksana', u'minyak', u'sekolah']","[u'senario', u'sarawak', u'tetap', u'sabah', u'banjir', u'minyak', u'ajar', u'nilai', u'sekolah', u'tuju']","[u'senario', u'sarawak', u'sekolah', u'sabah', u'ajar', u'banjir', u'tetap', u'minyak', u'laksana', u'libat']","[u'senario', u'sarawak', u'sabah', u'banjir', u'minyak', u'laksana', u'tetap', u'sekolah', u'ajar', u'tuju']","[u'senario', u'sarawak', u'sabah', u'tetap', u'sekolah', u'ajar', u'banjir', u'minyak', u'laksana', u'tangan']","[u'senario', u'sarawak', u'sabah', u'tetap', u'banjir', u'sekolah', u'bekal', u'ajar', u'tangan', u'minyak']","[u'senario', u'sarawak', u'banjir', u'sabah', u'bekal', u'tetap', u'minyak', u'sekolah', u'ajar', u'tangan']","[u'senario', u'sarawak', u'tetap', u'banjir', u'sabah', u'ajar', u'minyak', u'sekolah', u'tangan', u'nilai']","[u'senario', u'tetap', u'sarawak', u'banjir', u'ajar', u'sabah', u'sekolah', u'minyak', u'tangan', u'libat']","[u'senario', u'sarawak', u'sekolah', u'sabah', u'tetap', u'ajar', u'banjir', u'laksana', u'minyak', u'bekal']","[u'senario', u'tetap', u'sabah', u'sarawak', u'minyak', u'tangan', u'banjir', u'sekolah', u'ajar', u'laksana']","[u'senario', u'sarawak', u'minyak', u'tetap', u'sabah', u'ajar', u'sekolah', u'banjir', u'bekal', u'belanja']","[u'senario', u'sarawak', u'sabah', u'tetap', u'sekolah', u'minyak', u'ajar', u'bekal', u'tuju', u'libat']","[u'senario', u'sarawak', u'sekolah', u'sabah', u'tetap', u'ajar', u'minyak', u'tangan', u'nilai', u'laksana']"
"[u'senario', u'laksana', u'tetap', u'sabah', u'siasat', u'ajar', u'sekolah', u'libat', u'hidup', u'bayar']","[u'senario', u'laksana', u'tetap', u'sabah', u'libat', u'ajar', u'tangan', u'bayar', u'siasat', u'hidup']","[u'senario', u'laksana', u'tetap', u'sabah', u'ajar', u'siasat', u'libat', u'tangan', u'sekolah', u'nilai']","[u'senario', u'tetap', u'laksana', u'sabah', u'ajar', u'tangan', u'siasat', u'nilai', u'bayar', u'sekolah']","[u'senario', u'laksana', u'sabah', u'tetap', u'siasat', u'suruhanjaya', u'libat', u'ajar', u'status', u'sarawak']","[u'senario', u'laksana', u'tetap', u'sabah', u'siasat', u'nilai', u'tangan', u'ajar', u'sekolah', u'bayar']","[u'senario', u'laksana', u'tetap', u'sabah', u'siasat', u'suruhanjaya', u'libat', u'lulus', u'tangan', u'banjir']","[u'senario', u'laksana', u'tetap', u'sabah', u'ajar', u'siasat', u'bayar', u'libat', u'nilai', u'hidup']","[u'senario', u'laksana', u'sabah', u'tetap', u'ajar', u'sekolah', u'siasat', u'libat', u'bayar', u'suruhanjaya']","[u'senario', u'laksana', u'sabah', u'tetap', u'siasat', u'suruhanjaya', u'bayar', u'hidup', u'ajar', u'akibat']","[u'senario', u'laksana', u'sabah', u'tetap', u'ajar', u'sekolah', u'siasat', u'suruhanjaya', u'bayar', u'libat']","[u'senario', u'laksana', u'sabah', u'tetap', u'siasat', u'libat', u'ajar', u'sekolah', u'timbang', u'akibat']","[u'senario', u'laksana', u'sabah', u'tetap', u'siasat', u'bekal', u'ajar', u'sekolah', u'timbang', u'libat']","[u'senario', u'laksana', u'tetap', u'sabah', u'ajar', u'siasat', u'lulus', u'tangan', u'nilai', u'libat']","[u'senario', u'laksana', u'tetap', u'sabah', u'siasat', u'ajar', u'libat', u'suruhanjaya', u'sekolah', u'bayar']","[u'senario', u'laksana', u'siasat', u'sabah', u'tetap', u'ajar', u'suruhanjaya', u'sekolah', u'timbang', u'bekal']","[u'senario', u'laksana', u'tetap', u'sabah', u'siasat', u'suruhanjaya', u'tangan', u'ajar', u'hidup', u'libat']","[u'senario', u'laksana', u'tetap', u'sabah', u'siasat', u'ajar', u'libat', u'suruhanjaya', u'bayar', u'bekal']","[u'senario', u'laksana', u'tetap', u'sabah', u'bayar', u'ajar', u'siasat', u'suruhanjaya', u'libat', u'bekal']","[u'senario', u'laksana', u'tetap', u'sabah', u'sekolah', u'siasat', u'ajar', u'nilai', u'timbang', u'suruhanjaya']"
"[u'senario', u'tetap', u'sabah', u'sekolah', u'tangan', u'kaum', u'agama', u'siasat', u'tuju', u'ajar']","[u'senario', u'tetap', u'tangan', u'sabah', u'sekolah', u'tuju', u'ajar', u'laksana', u'status', u'libat']","[u'senario', u'tetap', u'tangan', u'sekolah', u'sabah', u'ajar', u'agama', u'status', u'siasat', u'kaum']","[u'senario', u'tetap', u'tangan', u'sekolah', u'sabah', u'ajar', u'status', u'laksana', u'nilai', u'tuju']","[u'senario', u'tetap', u'sabah', u'sekolah', u'status', u'tangan', u'laksana', u'sarawak', u'ajar', u'siasat']","[u'senario', u'tetap', u'sabah', u'tangan', u'sekolah', u'tuju', u'agama', u'status', u'nilai', u'ajar']","[u'senario', u'tetap', u'tangan', u'sabah', u'sekolah', u'siasat', u'laksana', u'status', u'agama', u'libat']","[u'senario', u'tetap', u'sabah', u'tangan', u'sekolah', u'status', u'tuju', u'ajar', u'laksana', u'nilai']","[u'senario', u'tetap', u'sekolah', u'sabah', u'tangan', u'status', u'laksana', u'ajar', u'agama', u'sarawak']","[u'senario', u'tetap', u'sabah', u'sekolah', u'status', u'tangan', u'laksana', u'siasat', u'tuju', u'ajar']","[u'senario', u'tetap', u'sabah', u'sekolah', u'tangan', u'ajar', u'agama', u'status', u'laksana', u'sarawak']","[u'senario', u'tetap', u'sabah', u'sekolah', u'tangan', u'agama', u'siasat', u'status', u'kaum', u'timbang']","[u'senario', u'tetap', u'sekolah', u'sabah', u'tangan', u'agama', u'ajar', u'status', u'timbang', u'laksana']","[u'senario', u'tetap', u'tangan', u'sabah', u'sekolah', u'ajar', u'agama', u'status', u'siasat', u'nilai']","[u'senario', u'tetap', u'sabah', u'tangan', u'sekolah', u'ajar', u'status', u'siasat', u'agama', u'tuju']","[u'senario', u'tetap', u'sekolah', u'sabah', u'tangan', u'siasat', u'agama', u'ajar', u'laksana', u'status']","[u'senario', u'tetap', u'sabah', u'tangan', u'sekolah', u'status', u'siasat', u'laksana', u'ajar', u'agama']","[u'senario', u'tetap', u'sabah', u'tangan', u'sekolah', u'siasat', u'ajar', u'laksana', u'tuju', u'agama']","[u'senario', u'tetap', u'sabah', u'sekolah', u'tangan', u'status', u'ajar', u'tuju', u'agama', u'kaum']","[u'senario', u'tetap', u'sekolah', u'sabah', u'tangan', u'agama', u'status', u'ajar', u'siasat', u'laksana']"
"[u'senario', u'tetap', u'tangan', u'siasat', u'kaum', u'sarawak', u'laksana', u'sabah', u'sekolah', u'libat']","[u'senario', u'tetap', u'tangan', u'libat', u'laksana', u'bekal', u'siasat', u'sabah', u'akibat', u'ajar']","[u'senario', u'tetap', u'tangan', u'siasat', u'libat', u'milik', u'ajar', u'laksana', u'bekal', u'sekolah']","[u'senario', u'tetap', u'tangan', u'siasat', u'laksana', u'libat', u'bekal', u'milik', u'sekolah', u'sarawak']","[u'senario', u'tetap', u'tangan', u'laksana', u'sarawak', u'status', u'sabah', u'siasat', u'libat', u'bekal']","[u'senario', u'tetap', u'tangan', u'sabah', u'siasat', u'sarawak', u'laksana', u'sekolah', u'tuju', u'bekal']","[u'senario', u'tetap', u'tangan', u'siasat', u'libat', u'laksana', u'sabah', u'sarawak', u'akibat', u'bekal']","[u'senario', u'tetap', u'tangan', u'siasat', u'laksana', u'sabah', u'sarawak', u'milik', u'libat', u'status']","[u'senario', u'tangan', u'tetap', u'laksana', u'sarawak', u'milik', u'libat', u'sekolah', u'siasat', u'sabah']","[u'senario', u'siasat', u'tetap', u'laksana', u'tangan', u'sabah', u'sarawak', u'status', u'milik', u'akibat']","[u'senario', u'tetap', u'tangan', u'sarawak', u'sabah', u'laksana', u'sekolah', u'ajar', u'libat', u'siasat']","[u'senario', u'tetap', u'siasat', u'tangan', u'sabah', u'sarawak', u'libat', u'bekal', u'sekolah', u'laksana']","[u'senario', u'tangan', u'tetap', u'laksana', u'bekal', u'siasat', u'sekolah', u'sarawak', u'sabah', u'libat']","[u'senario', u'tetap', u'tangan', u'siasat', u'laksana', u'libat', u'sarawak', u'sabah', u'milik', u'ajar']","[u'senario', u'tetap', u'tangan', u'siasat', u'libat', u'laksana', u'sekolah', u'ajar', u'sabah', u'sarawak']","[u'senario', u'siasat', u'tangan', u'tetap', u'laksana', u'sekolah', u'ajar', u'sarawak', u'milik', u'sabah']","[u'senario', u'tetap', u'tangan', u'siasat', u'laksana', u'sabah', u'sarawak', u'libat', u'sekolah', u'status']","[u'senario', u'tetap', u'tangan', u'siasat', u'libat', u'sarawak', u'laksana', u'sabah', u'bekal', u'ajar']","[u'senario', u'tetap', u'tangan', u'sabah', u'libat', u'siasat', u'sarawak', u'bekal', u'laksana', u'sekolah']","[u'senario', u'tetap', u'tangan', u'siasat', u'laksana', u'sekolah', u'sabah', u'sarawak', u'libat', u'milik']"
"[u'senario', u'tetap', u'tangan', u'libat', u'ajar', u'agama', u'sabah', u'sekolah', u'akibat', u'sarawak']","[u'senario', u'tangan', u'libat', u'tetap', u'akibat', u'ajar', u'sabah', u'khas', u'agama', u'sekolah']","[u'senario', u'libat', u'tangan', u'tetap', u'ajar', u'akibat', u'agama', u'sekolah', u'sabah', u'khas']","[u'senario', u'tetap', u'tangan', u'libat', u'ajar', u'khas', u'akibat', u'sekolah', u'hospital', u'sabah']","[u'senario', u'tetap', u'tangan', u'libat', u'sarawak', u'sabah', u'ajar', u'hospital', u'akibat', u'sekolah']","[u'senario', u'tangan', u'tetap', u'sabah', u'ajar', u'agama', u'libat', u'khas', u'akibat', u'islam']","[u'senario', u'libat', u'tangan', u'tetap', u'akibat', u'sabah', u'hospital', u'ajar', u'khas', u'sarawak']","[u'senario', u'tetap', u'tangan', u'libat', u'ajar', u'sabah', u'khas', u'akibat', u'sekolah', u'sarawak']","[u'senario', u'libat', u'ajar', u'tangan', u'tetap', u'sekolah', u'khas', u'sarawak', u'sabah', u'akibat']","[u'senario', u'akibat', u'tetap', u'tangan', u'sabah', u'libat', u'ajar', u'sarawak', u'laksana', u'siasat']","[u'senario', u'ajar', u'libat', u'tangan', u'tetap', u'sabah', u'sekolah', u'agama', u'sarawak', u'akibat']","[u'senario', u'tetap', u'libat', u'tangan', u'akibat', u'sabah', u'khas', u'ajar', u'agama', u'sekolah']","[u'senario', u'tangan', u'hospital', u'tetap', u'ajar', u'libat', u'agama', u'sekolah', u'akibat', u'sabah']","[u'senario', u'tetap', u'tangan', u'ajar', u'akibat', u'libat', u'agama', u'sabah', u'sekolah', u'sarawak']","[u'senario', u'tetap', u'libat', u'tangan', u'ajar', u'khas', u'akibat', u'sabah', u'sekolah', u'agama']","[u'senario', u'tangan', u'ajar', u'tetap', u'libat', u'agama', u'khas', u'sekolah', u'sabah', u'akibat']","[u'senario', u'tangan', u'tetap', u'libat', u'akibat', u'sabah', u'ajar', u'sarawak', u'sekolah', u'hospital']","[u'senario', u'libat', u'tetap', u'tangan', u'ajar', u'akibat', u'sabah', u'sarawak', u'hospital', u'khas']","[u'senario', u'tetap', u'libat', u'tangan', u'sabah', u'ajar', u'sarawak', u'khas', u'sekolah', u'akibat']","[u'senario', u'tangan', u'tetap', u'ajar', u'libat', u'sekolah', u'agama', u'akibat', u'sabah', u'khas']"
"[u'senario', u'tetap', u'ajar', u'libat', u'sabah', u'agama', u'tangan', u'laksana', u'sekolah', u'bayar']","[u'senario', u'tetap', u'libat', u'ajar', u'tangan', u'sabah', u'laksana', u'bayar', u'agama', u'bekal']","[u'senario', u'tetap', u'ajar', u'libat', u'tangan', u'sabah', u'agama', u'laksana', u'1mdb', u'sekolah']","[u'senario', u'tetap', u'ajar', u'tangan', u'libat', u'bayar', u'sabah', u'laksana', u'sekolah', u'bekal']","[u'senario', u'tetap', u'sabah', u'ajar', u'libat', u'laksana', u'tangan', u'status', u'bayar', u'bekal']","[u'senario', u'tetap', u'tangan', u'sabah', u'ajar', u'agama', u'libat', u'islam', u'bayar', u'laksana']","[u'senario', u'tetap', u'libat', u'sabah', u'tangan', u'ajar', u'laksana', u'bayar', u'1mdb', u'siasat']","[u'senario', u'tetap', u'ajar', u'sabah', u'libat', u'tangan', u'laksana', u'bayar', u'agama', u'sekolah']","[u'senario', u'tetap', u'ajar', u'libat', u'laksana', u'sabah', u'tangan', u'sekolah', u'bayar', u'agama']","[u'senario', u'tetap', u'sabah', u'laksana', u'ajar', u'libat', u'bayar', u'tangan', u'siasat', u'status']","[u'senario', u'ajar', u'tetap', u'sabah', u'libat', u'tangan', u'agama', u'sekolah', u'laksana', u'bayar']","[u'senario', u'tetap', u'sabah', u'libat', u'ajar', u'agama', u'tangan', u'sekolah', u'siasat', u'laksana']","[u'senario', u'tetap', u'ajar', u'sabah', u'libat', u'agama', u'tangan', u'laksana', u'bekal', u'sekolah']","[u'senario', u'tetap', u'ajar', u'tangan', u'libat', u'sabah', u'agama', u'laksana', u'sekolah', u'siasat']","[u'senario', u'tetap', u'ajar', u'libat', u'sabah', u'tangan', u'laksana', u'agama', u'sekolah', u'bayar']","[u'senario', u'tetap', u'ajar', u'agama', u'tangan', u'libat', u'sabah', u'laksana', u'siasat', u'sekolah']","[u'senario', u'tetap', u'sabah', u'ajar', u'tangan', u'libat', u'laksana', u'bayar', u'siasat', u'agama']","[u'senario', u'tetap', u'libat', u'ajar', u'sabah', u'tangan', u'bayar', u'laksana', u'siasat', u'bekal']","[u'senario', u'tetap', u'sabah', u'libat', u'ajar', u'tangan', u'bayar', u'bekal', u'agama', u'sekolah']","[u'senario', u'tetap', u'ajar', u'tangan', u'sabah', u'sekolah', u'agama', u'libat', u'laksana', u'bayar']"
"[u'senario', u'sekolah', u'kaum', u'laksana', u'ajar', u'sabah', u'islam', u'sarawak', u'tangan', u'kesan']","[u'senario', u'laksana', u'sekolah', u'ajar', u'akibat', u'tangan', u'sabah', u'kaji', u'kanak', u'kesan']","[u'senario', u'sekolah', u'ajar', u'laksana', u'kaum', u'tangan', u'islam', u'sabah', u'kanak', u'kaji']","[u'senario', u'sekolah', u'laksana', u'ajar', u'tangan', u'tetap', u'kaum', u'sabah', u'akibat', u'kesan']","[u'senario', u'laksana', u'sekolah', u'sabah', u'ajar', u'sarawak', u'tangan', u'islam', u'status', u'banjir']","[u'senario', u'sekolah', u'sabah', u'islam', u'laksana', u'tangan', u'ajar', u'kaum', u'kanak', u'nilai']","[u'senario', u'laksana', u'sabah', u'sekolah', u'akibat', u'kaum', u'tangan', u'ajar', u'kaji', u'sarawak']","[u'senario', u'sekolah', u'laksana', u'ajar', u'sabah', u'kaji', u'tangan', u'tetap', u'kanak', u'kaum']","[u'senario', u'sekolah', u'laksana', u'ajar', u'sabah', u'sarawak', u'kaum', u'akibat', u'tangan', u'kaji']","[u'senario', u'laksana', u'sabah', u'sekolah', u'akibat', u'kaji', u'ajar', u'sarawak', u'kesan', u'kanak']","[u'senario', u'sekolah', u'ajar', u'sabah', u'laksana', u'kaum', u'sarawak', u'islam', u'tangan', u'kanak']","[u'senario', u'sekolah', u'kaum', u'sabah', u'laksana', u'ajar', u'akibat', u'kesan', u'sarawak', u'islam']","[u'senario', u'sekolah', u'laksana', u'ajar', u'sabah', u'kaum', u'islam', u'kesan', u'tangan', u'sarawak']","[u'senario', u'sekolah', u'ajar', u'laksana', u'kaji', u'akibat', u'sabah', u'kaum', u'tangan', u'nilai']","[u'senario', u'sekolah', u'laksana', u'ajar', u'kaum', u'sabah', u'tangan', u'akibat', u'sarawak', u'kaji']","[u'senario', u'sekolah', u'laksana', u'ajar', u'kaum', u'sabah', u'tangan', u'islam', u'kaji', u'sarawak']","[u'senario', u'sekolah', u'laksana', u'sabah', u'ajar', u'tangan', u'akibat', u'kaum', u'sarawak', u'tetap']","[u'senario', u'laksana', u'sekolah', u'sabah', u'ajar', u'kaum', u'kaji', u'akibat', u'tangan', u'kesan']","[u'senario', u'sekolah', u'sabah', u'ajar', u'laksana', u'kaum', u'kanak', u'tangan', u'sarawak', u'islam']","[u'senario', u'sekolah', u'laksana', u'ajar', u'sabah', u'tangan', u'kaum', u'islam', u'kaji', u'kesan']"
"[u'senario', u'sekolah', u'kaum', u'tetap', u'kaji', u'tangan', u'jauh', u'libat', u'laksana', u'ajar']","[u'senario', u'kaji', u'tangan', u'tetap', u'sekolah', u'libat', u'jauh', u'kesan', u'ajar', u'akibat']","[u'senario', u'kaji', u'sekolah', u'tangan', u'tetap', u'libat', u'ajar', u'kaum', u'jauh', u'jelas']","[u'senario', u'tetap', u'tangan', u'sekolah', u'kaji', u'jauh', u'libat', u'kaum', u'ajar', u'belanja']","[u'senario', u'sekolah', u'tetap', u'tangan', u'kaji', u'ajar', u'laksana', u'sabah', u'sarawak', u'libat']","[u'senario', u'tangan', u'tetap', u'kaji', u'sekolah', u'sabah', u'kaum', u'tuju', u'nilai', u'kesan']","[u'senario', u'kaji', u'tetap', u'tangan', u'libat', u'sekolah', u'kaum', u'sabah', u'akibat', u'laksana']","[u'senario', u'kaji', u'tetap', u'tangan', u'sekolah', u'jauh', u'nilai', u'libat', u'kaum', u'sabah']","[u'senario', u'sekolah', u'kaji', u'tangan', u'tetap', u'laksana', u'libat', u'kaum', u'ajar', u'jauh']","[u'senario', u'kaji', u'laksana', u'tetap', u'tangan', u'sekolah', u'jelas', u'kesan', u'sabah', u'akibat']","[u'senario', u'sekolah', u'kaum', u'kaji', u'tangan', u'ajar', u'tetap', u'jauh', u'sabah', u'libat']","[u'senario', u'sekolah', u'kaum', u'tangan', u'tetap', u'kesan', u'kaji', u'libat', u'sabah', u'jelas']","[u'senario', u'sekolah', u'tangan', u'tetap', u'kaji', u'kaum', u'jauh', u'kesan', u'libat', u'laksana']","[u'senario', u'kaji', u'tetap', u'tangan', u'sekolah', u'kaum', u'nilai', u'jelas', u'ajar', u'libat']","[u'senario', u'sekolah', u'tetap', u'kaji', u'tangan', u'kaum', u'libat', u'jelas', u'ajar', u'laksana']","[u'senario', u'sekolah', u'kaji', u'tetap', u'tangan', u'kaum', u'ajar', u'libat', u'jauh', u'laksana']","[u'senario', u'sekolah', u'tetap', u'tangan', u'kaji', u'kaum', u'sabah', u'laksana', u'ajar', u'jauh']","[u'senario', u'kaji', u'tetap', u'tangan', u'sekolah', u'libat', u'kaum', u'jauh', u'jelas', u'kesan']","[u'senario', u'tetap', u'sekolah', u'kaji', u'tangan', u'libat', u'kaum', u'sabah', u'ajar', u'jelas']","[u'senario', u'sekolah', u'kaji', u'tangan', u'tetap', u'laksana', u'kaum', u'kesan', u'ajar', u'libat']"
"[u'senario', u'tetap', u'sekolah', u'sabah', u'laksana', u'ajar', u'tangan', u'kaum', u'libat', u'rancang']","[u'senario', u'tetap', u'sekolah', u'tangan', u'sabah', u'libat', u'ajar', u'laksana', u'rancang', u'kaji']","[u'senario', u'tetap', u'sekolah', u'sabah', u'ajar', u'libat', u'tangan', u'rancang', u'laksana', u'1mdb']","[u'senario', u'tetap', u'sekolah', u'tangan', u'sabah', u'libat', u'ajar', u'rancang', u'laksana', u'jauh']","[u'senario', u'sabah', u'sekolah', u'tetap', u'rancang', u'ajar', u'sarawak', u'laksana', u'status', u'tangan']","[u'senario', u'tetap', u'sabah', u'sekolah', u'tangan', u'rancang', u'ajar', u'laksana', u'jenayah', u'status']","[u'senario', u'tetap', u'sabah', u'sekolah', u'libat', u'tangan', u'laksana', u'rancang', u'ajar', u'status']","[u'senario', u'tetap', u'sekolah', u'sabah', u'tangan', u'ajar', u'laksana', u'libat', u'rancang', u'status']","[u'senario', u'sekolah', u'tetap', u'sabah', u'laksana', u'libat', u'ajar', u'rancang', u'tangan', u'sarawak']","[u'senario', u'sabah', u'tetap', u'laksana', u'sekolah', u'status', u'rancang', u'tangan', u'ajar', u'kaji']","[u'senario', u'sekolah', u'sabah', u'tetap', u'ajar', u'tangan', u'laksana', u'rancang', u'libat', u'sarawak']","[u'senario', u'sekolah', u'sabah', u'tetap', u'libat', u'ajar', u'laksana', u'rancang', u'jenayah', u'status']","[u'senario', u'sekolah', u'tetap', u'sabah', u'rancang', u'ajar', u'tangan', u'laksana', u'libat', u'status']","[u'senario', u'tetap', u'sekolah', u'sabah', u'tangan', u'ajar', u'laksana', u'libat', u'kaji', u'kaum']","[u'senario', u'tetap', u'sekolah', u'sabah', u'libat', u'ajar', u'laksana', u'tangan', u'status', u'rancang']","[u'senario', u'sekolah', u'tetap', u'sabah', u'ajar', u'tangan', u'laksana', u'libat', u'status', u'sarawak']","[u'senario', u'tetap', u'sekolah', u'sabah', u'tangan', u'ajar', u'laksana', u'rancang', u'status', u'sarawak']","[u'senario', u'tetap', u'sabah', u'sekolah', u'libat', u'tangan', u'ajar', u'laksana', u'kaji', u'rancang']","[u'senario', u'tetap', u'sekolah', u'sabah', u'libat', u'tangan', u'ajar', u'jenayah', u'rancang', u'status']","[u'senario', u'sekolah', u'tetap', u'sabah', u'laksana', u'rancang', u'tangan', u'ajar', u'libat', u'status']"
